package,version,date,gpu_score,cuda_version,gpu_deps_count,requires_external_cuda,source
jax,0.1.70,2020-06-09 17:00:18,0,,0,True,pypi
jax,0.1.71,2020-06-26 00:49:16,0,,0,True,pypi
jax,0.1.72,2020-06-28 21:48:46,0,,0,True,pypi
jax,0.1.73,2020-07-22 21:24:10,0,,0,True,pypi
jax,0.1.74,2020-07-30 05:37:50,0,,0,True,pypi
jax,0.1.75,2020-07-31 05:20:37,0,,0,True,pypi
jax,0.1.76,2020-09-08 15:55:47,0,,0,True,pypi
jax,0.1.77,2020-09-15 15:02:16,0,,0,True,pypi
jax,0.2.0,2020-09-24 04:52:17,0,,0,True,pypi
jax,0.2.1,2020-10-07 06:01:21,0,,0,True,pypi
jax,0.2.2,2020-10-14 06:30:31,0,,0,True,pypi
jax,0.2.3,2020-10-14 15:43:13,0,,0,True,pypi
jax,0.2.4,2020-10-20 03:29:37,0,,0,True,pypi
jax,0.2.5,2020-10-26 22:54:59,0,,0,True,pypi
jax,0.2.6,2020-11-18 22:54:29,0,,0,True,pypi
jax,0.2.7,2020-12-05 06:20:45,0,,0,True,pypi
jax,0.2.8,2021-01-12 17:00:28,0,,0,True,pypi
jax,0.2.9,2021-01-27 04:52:22,0,,0,True,pypi
jax,0.2.10,2021-03-05 18:24:29,0,,0,True,pypi
jax,0.2.11,2021-03-24 03:14:53,0,,0,True,pypi
jax,0.2.12,2021-04-01 17:46:34,0,,0,True,pypi
jax,0.2.13,2021-05-04 00:58:32,0,,0,True,pypi
jax,0.2.14,2021-06-10 23:22:07,0,,0,True,pypi
jax,0.2.15,2021-06-23 19:24:37,0,,0,True,pypi
jax,0.2.16,2021-06-23 22:41:37,0,,0,True,pypi
jax,0.2.17,2021-07-09 19:58:24,0,,0,True,pypi
jax,0.2.18,2021-07-21 23:56:31,0,,0,True,pypi
jax,0.2.19,2021-08-13 04:41:56,0,,0,True,pypi
jax,0.2.20,2021-09-03 16:22:42,0,,0,True,pypi
jax,0.2.21,2021-09-23 18:11:42,0,,0,True,pypi
jax,0.2.22,2021-10-13 02:06:47,0,,0,True,pypi
jax,0.2.23,2021-10-19 03:03:56,0,,0,True,pypi
jax,0.2.24,2021-10-19 15:07:50,0,,0,True,pypi
jax,0.2.25,2021-11-10 21:36:20,0,,0,True,pypi
